date,inflation,unemployment,misery_index
1984-04-01,4.5546558704453455,7.7,12.254655870445346
1984-05-01,4.3346774193548265,7.4,11.734677419354828
1984-06-01,4.325955734406439,7.2,11.52595573440644
1984-07-01,4.308617234468937,7.5,11.808617234468937
1984-08-01,4.295704295704317,7.5,11.795704295704317
1984-09-01,4.2828685258964105,7.3,11.58286852589641
1984-10-01,4.265873015873023,7.4,11.665873015873023
1984-11-01,4.154302670623156,7.2,11.354302670623156
1984-12-01,4.043392504930954,7.3,11.343392504930954
1985-01-01,3.52595494613126,7.3,10.82595494613126
1985-02-01,3.6062378167641462,7.2,10.806237816764146
1985-03-01,3.790087463556846,7.2,10.990087463556847
1985-04-01,3.581800580832528,7.3,10.881800580832529
1985-05-01,3.5748792270531515,7.2,10.774879227053152
1985-06-01,3.6644165863066513,7.4,11.064416586306653
1985-07-01,3.458213256484166,7.4,10.858213256484166
1985-08-01,3.3524904214559337,7.1,10.452490421455934
1985-09-01,3.2473734479465,7.1,10.347373447946499
1985-10-01,3.2350142721217834,7.1,10.335014272121782
1985-11-01,3.5137701804368593,7.0,10.51377018043686
1985-12-01,3.791469194312791,7.0,10.791469194312791
